Star Rating,Review Text
1,Not working. Cant sign in.
5,Nice app
5,
5,
5,
5,
5,Tubol
5,
4,
5,
5,
5,
1,"It suck, it keeps on buffering. It doesn't allow me to see the content or the promos just totally blank. I rebooted my phone and it still buffer non stop, regardless if I'm already connected to a wifi."
5,
1,Horrible it has short time of expiring and its tm or.globe is much better bacause their internet last to three days how about you just 9 to 10 ours only i just wasted my money .......fix your internet follow your three days 💩💩😠😠😡😡😡🤡🤡🤡
1,It's much better having gigalife alright!
5,
2,My data was stolen idk why. I had a 100 load balance and tge next day it was stolen.
4,Good
5,Good
5,
5,
5,
3,Ok. I finally got it. Only the choices are less than what we had with *121# so not giving 5 star yet although at least in this app in one setting i get to see status at a glance. Bit this app was confusing at the start.
2,Why I can't log in my account?
5,Its so amazing 😍
5,
3,
5,
5,
2,
5,
1,Raffle entry : Ive accumulated 5 raffle entry in my app but The Grand Raffle Entry is missing
1,ayusin niyo naman to kase kapag inuupdate ko yung app ayaw kahit updated na siya lumalabas paden dun sa app na i update ko daw pakiayos naman po.
5,Excellent
5,"Amazing and easy to use, and pls add something like setting.5star for the that"
5,It's Good!
5,
5,100000000000 Conis
5,
4,Ok
1,why it is like this said that chain validation failed
3,
5,
4,
2,"at first it ws convenient, now you can't open it unless you update it but I've been trying to update it but till now it's not updating.. such a hassle🤦"
5,
4,i love it
5,
1,
4,
5,
5,Fantastic
5,
1,I cant get some 3times of mb even though im updating it And if i update it later i will update again please fix it🤪🙄🤔😣😣😮😵😫
1,bulok.. akala ko my data check usage..... nag eeror sa regiater sa gigamania
1,"update prompts are irritating because how can you update if the data you had is expired? and without data you can't update so you can't use the app because it needs to be updated, so using the *121# will be your only choice making the app useless"
3,
5,
5,I love the update it's very easy to navigate.
3,
5,
5,
4,Good to have this kind of app
5,
5,
3,
5,
1,
5,
1,"Dapat nagagamit po itong app na ito sa offline, paano makakapag register kung hindi siya available sa offline ?, Dapat accessable po ito eh, iba kasi yung ikaw mismo ang mag reregister kesa yung direct load eh, Sana ma fix, malaking tulong po ito kung available siya offline"
4,
4,
5,
5,Berry use full
5,
1,soo slow can't use the app it just keeps on loading
1,Not loading at all!!! 30 mins into the app and it's not loading. Can't register to any promo at all. I wish smart would give us other option to register aside from this app that is not working.
4,
5,👍
5,
5,
5,Amazing 👌👌
5,
1,I downloaded it and its not working it's just stuck on loading my phone is realme 3 what do u think i should do?
5,
5,
4,
1,
5,
1,It suddenly stop working. Tried to reinstall number of times but still same issue. Is this app still running?
5,Beautiful
5,Good
1,I log-in to my account and register Giga Video 50 and yet i did not recieve Gigapoints..that was frustating.
5,
5,Penge load this app si the best
5,Very Good app 😊😊😊
5,
5,
5,
1,App is too sluggish.
2,
5,Nice apps for smart
3,"I use this app for my smart bro wifi, but sometimes I need to remove the simcard in order to subscribe a promo which is NOT present in Gigalife like Giga Work and Giga Study. I don't know but I think *123# is way more convenient than this app. Update: I already accessed the dashboard, but my point is Giga Work and Giga Study was not there. Only the Giga Work PRO and Giga Study PRO. The *123# has the Giga Work and Giga Study,"
5,
1,It keeps loading.... Doesn't even work. And how am I suppose to use my points???? Crazy app
4,
5,"fantastic, awesome"
1,Umay
4,Ok
1,
3,Ok
1,
4,
5,nice
5,
5,
5,I can't sign in pls help me for this
5,super good and it is super easy to use..
5,👍
3,
1,Always loading
5,
1,You keep updating while we can't use.
4,"Helpful Indeed. But If you don't have regular load, you can't access in this application."
5,
1,Nice
5,There has been significant improvement in the app over the past few months. Great job to Smart for this.
5,
5,
3,you cant use the app if not updated. and the network kinda sucks. i have a 4g signal on my place but damn the internet connection will got off. specially when im using heavy data.
1,"My giga stories only 1gd only a day but you said 2 everyday Please fix this, smart"
4,I love your app ... But masyadong mahina ang process pag nakapaglog-in kana !!! Pls pakicheck lang po
4,
5,
5,
5,
1,Nag Log in ako gamit no. Ko pagkatapos ko gumawa ng account ayaw na mag flex ng mga Picture Nakaka Umay
5,Smooth
5,
1,After I signed uo for an account with this app it just loads endlessly and always say that may card is still loading.
4,
5,
5,
5,Nice!💜
5,
4,
5,
1,Grabe loading ng app niyo ah? Bulok parang connection niyo!
5,Ok for giga fanatic
1,Loading
3,
5,Gud
4,very useful
4,
5,
1,Loading ampota
5,Nice
1,Noob loading unparseable date
5,
1,Your suggestion didn't help at all.
5,
5,
3,super tagal ng loading nya
5,Amazing
4,
4,Glad the issue was fixed. Hope it won't happen again.
2,
1,"App doesn't load under mobile data or wifi, doesn't work after I uninstalled the app and restarted my phone."
5,
5,Excellent 👏😍
5,
2,Always loading. I am using wifi and my connection is fast but the apps is always loading.
5,Enge load
3,it's good
3,
5,
5,
5,Okay
5,
5,Awesome
5,
4,
5,awesome app
5,
5,
1,
1,i cant update
5,
1,Fix the app
1,
4,
1,Cards never shows. Keeps loading for 40 years
1,... need to update🙄
5,
5,
4,
4,This app is so nice .
5,
5,Good
1,"why this app is under maintenance, I can't see my points how I can redeem my points if this app is not working. when I restart my cp still the same and I already uninstall and install again this app still the same. error code 503, I already updated this app, what's happening"
5,Very good yes
1,
5,super good
5,
5,
5,Excellent
5,
1,Napaka tanga ng apps nyo ayusin nyo
5,
1,"I dont like this app damn the owner, please Play store you can delete this app😔😔"
4,"ok nman siya sa akin ,nagagamit ko siya Lalo na sa pag gogoogle, Facebook,at iba pa pero wish ko sana yong 7days na 100pesos gawin nilang 8days na or yong 50 for 3day ay maging 4days nman sana.kong di nman sana may libree paminsan minsan nman ang sa akin lng ay wish lng nman kong pwede maraming salamat po!pero Kong di nman salamat parin.thank you!!!!"
5,
5,Slmt po sa gigalife more blessings to all God bless
1,"I stucks at home. When I log in, it only stucks and didn't show anything"
1,ayaw mag open loading lang ng loading..card is still loading daw.. ilang oras na.. paki ayos nyo nmn po thanks....
1,Not working at all.. not loading.. fixed your app. Please!
1,why you always updating? consuming more space storage on our phone
5,Maraming promos
5,
2,"It's not loading for sake, i've restarted my phone a few times and it still says “Card is still loading, please wait....” please fix this, how can we able to avail promos if we can't have an acess to it."
5,
3,I reinstalled the app but it has the same result. I still can't get the freebie.
5,
5,
5,good
1,
5,
5,
5,
5,
1,HEY GIGALIFE THE CRATES FOR CAPT PRICE IS SO SLOW PLSS FIX I FEEL LIKE U SCAM ME😥
4,
5,
1,Slow why?
5,
1,nakakainis .. ayaw gumana 😤 .. Sayang Lang Yun points nde manlang magamit 😤😤😤😤
5,
1,bubu
1,"There is a charge for the use of this app when i am about to register a promo. As usual you need to switch the data connection for you to use it. Hope the developers would consider why we chose to switch on our data connections. Simply, make this changes as soon as possible for us to enjoy using this platform. Make no charges when we switch our data connection in order to register in a promo you will offer"
5,
5,"Give me free data or else, I'll uninstall this app😒"
5,
1,"SUPER SLOW AND BUGGY Not only when i login to claim my giga points because for some reason they didnt add it on their *123# menu, but this app is so slow that i cant even access it despite logging in. I waited 5 hours, and still nothing except the crappy loading background image. Please step it up, atleast in other networks you can actually claim rewards via sms and not require us to download an app. Pls refund my data i used to run your app for 5hrs trying to wait for it to load."
5,
3,
5,amzing
1,Ang bagal dumating ng load tapos ang bilis ma ubos ng mb
5,"Uhm, Great app for subscribing to Smart and tracking your subscription data."
1,"I just had to update this app. I tried to add load (i.e. 100 pesos) from my atm card and it keeps saying that I've exceeded the limit of my card but I still have some enough in my account. I'd change my mind about my review. Overall, i cant say that this app is nice."
4,
4,
5,Good
5,
4,It's ok.
1,They always say sorry for the inconvenience
1,Your available Add-ons are only 4 and does not suit my usage. My consumable plan is now useless for I need to pay more to use it. I have to pay an add on for data and a different add on for calls or text. Very inconvenient and not practical. 😕
3,I register to giga games 2 in this app but i don't receive the free code☹️
5,
1,Panay loading lang. Hindi maayos magamit kasi di naman lumalabas yung mga icon puro loading. Maayos naman yung net ko. Yung app lang hindi lol. Nagpapadami lang kayo ng numbers of downloads ng app niyo eh. Pakiayos naman po. Salamat.
5,
5,wow amazing 💕
5,Ok raman
5,It's very good
5,Great app
5,
5,nice app
4,
3,Lagi n lng need ng update nakaka buset din nmn pag ganun.
5,
5,Useful
5,
4,
4,
3,
5,
3,
1,
1,"Please simplify it more, not even just a second it will load.."
1,Good
5,
5,
5,
5,
5,
1,I cant update ur new patch.. I tried it many times
1,
5,Ok na naka regester na q
4,
5,
5,
1,I just installed the app. When I registered it's stuck on loading. Pls do something about this.
5,
1,"It's updating over and over and over bruhh, I don't always have a load to update your app, you know?"
5,
2,Too many splash page ads
5,
5,
3,
5,
2,
1,"Ano ba naman ung app nyo, hanggang ngayon pa ba naman loading pa rin. Nasasayang lang ang data ko para dito. Ayusin nyo muna ang app bago nyo ipagamit sa mga tao."
5,Excellent
5,
5,
2,This is not working. On my gigapoints was 25 but this app is not working at all for transferring the load
5,
5,Satisfied
5,
5,
5,
5,
5,
2,
5,how to redeem points
5,Nice but I think when you open your data while registering in this app I well consiom your data
5,
3,
1,"Ang mahal namn ng data nyu ..piling pili pa ang apps na makagamit ng data sa subcription nyu... D giga dapat name ng apps nyu kundi ""gaga life"" 1 star lang bigay ko.. 2 days ubos ung data sa 1 week subcription."
5,maganda
5,
5,
5,good
1,"Laking perwisyo nio Smart, may maintenance bga? Bat wla man Lang advisory? Sobrang bgal ng net.."
5,Nice
5,
5,Wow amazing app more power to smart simply amazing
5,
3,Comfortable..
5,Awesome
1,There is a bug I can't access my sim card still loading fix it
5,
5,now it's fixed thanks for the suggestion and I'll keep it 5 as long as i enjoy it. thanks for your hard work
5,
1,"Everytime I open the Giga Mania the app stops working,at first I thought it was the data signal but it still doesn't work on wifi. (I already tried but it still doesn't work)"
1,Fake offer. Wala wala talaga ang Smart.
5,
5,Very good app. I hope you can consider to lower the amount to 50 pesos so i can avail the cashback and earn points.
5,
1,hndi ko Alam pno mgamit ung rewards ko
1,"Its so annoying, bakit kailangan e update lagi pa lagi."
5,Easy to use
5,HOW TO USE GIGA POINT MERON AKONG 13.98
5,
5,Can you add Giga Study 99 in Smartbro Sim
5,
1,It's so slow in loading I hate this app
5,
5,great!!!!
5,
4,
5,
5,
5,
5,
1,
5,
5,
5,good
5,
1,The home page when I login is blank. Dont see any icon just that white box. Waste of time. Fix if ill change my review
4,
5,hakdog
5,good App
2,
5,
3,Nice
5,
5,Nice apps
1,Plss fix the loading it takes too long.
1,I downloaded this app so I could use my giga points but the stupid app is not working! I already signed up and I waited for it to load on the home page so I could use some of the points but the stupid app keeps on loading! I waited for a couple of minutes but nothing! Keeps on loading! I tried logging in again but same thing! Really frustrating!
1,
1,
5,Ijust love it
3,
5,Like
5,
5,
1,This is terrible
5,
5,
1,If I could give zero stars! Your unli calls and texts have limits? Man! I registered 2 times on the promo but still it says not enough load balance! And you still decrease my load balance to zero when i make the call man! I was very upset by smart!
5,
4,Thats very nice
5,
4,
1,sobrang bagal ng loading. tapos ung account button hindi pa mabuksan. log out button lang pwd mong mapindot. grabe naman tong app na to. hindi ko mapakinabangan yung redeem. worst app. update nyo naman po.
1,
5,basta okay
4,
4,"I find this app very convenient and helpful, especially when you're checking the data usage of your registered promo. I think it would be better if you put some tool for sending a message or for offline use."
5,It feels comfortable to me using giga life
5,
3,
1,Ok
5,
3,Cool
5,wow
5,
5,
5,
1,This app don't makes sense at all and pwd smart paki ayos ng prono niyo 3days registered 1gig everyday for video +1g tas dumating 800 mb lang kaya pala ngtataka ako bat bilis maubos fb lang gamit ko isang araw palang wala na
1,It doesn't work after registration
5,
5,Makes it easier to check how much balance i have left. 👌
5,Great
5,
1,Worst
1,potang ina ! pag download ko nito ! na block na yong internet ko ! kahit naka open data walang 4G sa taas !! potang ina nyo talaga smart ! sayang yong Load ko na 1month pang Games !
5,
1,
5,
5,
5,
5,
5,Good job
5,"It's really good, Hooray! Cheers for the success ❤️"
1,
5,Nice
5,
5,Pokining inam
5,This is a useful app because you won't have to dial the *123# to register a data plan and you can renew a data plan on this app in just 2 taps. Btw keep up the good work
5,
5,
5,Very awesome
4,
1,"why does my gigalifeapp keeps on deducting my shareable data when I'm not even using other apps, instead I'm using tiktok,fb,ig and twiiter. Instead of the Fb,Tiktok,IG,twitter stories should be the one deducting the shareable data is the obe being deducted? how come?"
5,
4,
3,The app was good in my experience it just slow for the loading time it would be great. I gave a 3 star review becoz of the point system not working I have been using the app before the point system Idk why I don't get the points and also the slow loading and the internet required for the app to function.
5,"For the recent update, GigaMania, my weekly raffle entry doesn't really record any entry that I've made so far I would just like to point that out and also with the log in, access is somewhat not usable during late hours of the day and sometimes it affects the speed of my data connection. And I would also like to know if there is a possible update in where you can set certain data cap for daily use as to prolong the data for those who uses it when connected to a laptop for example. Thank you"
4,Not soo good
4,
5,
5,🎂
5,
1,"I keep on updating the app because it always says ""Update now""."
5,"Sana yung zoom masama sa giga study na offer, madalas kasing zoom yung platform ng online class, tapos yun din isa sa malakas sa data. Yung load mo na pang 1 week 2 days na lang. Malaking tulong samin pag ganun sana maapprove."
3,This app isn't work.so don't install it.
4,Gigawork my 1GB sa GMeet everyday. Still hoping na my pa PROMO din sa ZOOM for online classes
1,Ugly app cant register my account
5,Im having a hard time updating the App. I have to uninstall then install the App everytime
4,
5,Thank s for this App
5,
1,Tagal mag load ano bang app ito..snail life..apps apps p kayong nalalaman snail nmn ang net nyo
5,
5,
3,
5,Amazing
5,
1,Ta*na ang tagal ng loading. Parang ayaw niya nang buksan UMAYY 🙄
4,
5,
3,
5,This is Great.. having so many freebies
3,"There were times that I cant access the app. After the splash screen it proceeds to a black screen. I tried to wait but nothings happen. Is it because of maintenance issue? Atleast put a notice/sign of maintenance on the screen and not just the black screen. I prefer more using the app than the usual *123# method. Overall, it is still a good app. Will re evaluate my ratings once this issue resolved."
5,
5,
3,
5,
5,
5,Awesome. 😍😇
5,
5,
5,Nice idea.
5,
4,
5,
4,
1,
1,400 pa regular load ko nagtataka ako bakit nabawasan inisip ko baka sakin lng un kaya naging 300 hanggang sa kagabi 300 pa un eh tapos pagkagising ko chineck ko ayun 100 na lang. nakalock cp q may pin password kaya hindi mabubuksan ng ibang tao. Hindi ko alam kung sino nagnakaw Ang TALK N TEXT BA O ANG GIGA LIFE APP. YONG KAKILALA KO GANUN DIN NANGYARI SA REGULAR LOAD NYA. NAGTAKA AKO BAT ANG DAMI KONG SHAREABLE DATA !
5,
5,
5,
5,
4,Dapat po may free na pang-update sa app
2,"Hi Smart, wala mam lang customer service tab sa app. jusko po"
3,
5,Alright
4,
4,Well salamat naman po sa bago ninyung update hindi na po pahirapan. naka sign-up n po ako di na din nag invalid ang number ko. Naayus na po ng problema ko sa apps na to salamat po
5,
5,Bakit po failed pag nag sign up ako sa gigamania? Ganun rin sa anak ko. Sana po matulungan niyo akong ayusin ito. Update: thank you po. Ok na po siya. Salaamt po sa tulong 😊
1,
4,
1,My lod got lost
5,
1,Ganon parin!walang ngbagu .. x5 uninstall and reinstall ..same issue ! Still bugged pg.ng.cclick sa gigamania nyo! Just fix it! I can't claim the freebies for 2 weeks now! Bwesit !!
4,
5,
5,
5,
1,After I update. The app doesn't load after the splash screen the app doesn't load anymore even I have data pls fix. I log in but it always said the card is still loading. I didn't get 100 free mb after I sign up.
5,It's true 😘👍
1,Why is it so hard to access this application? Been trying many times to register for a giga surf but now it still loading.
5,"I love it, it can save more for another load purchase"
2,please stop updating every time
5,
1,このアプリはよくうまく行くと確かですか。なぜならアクセスできなくて、GIGAポイントでも使えない。 ところで、SAMSUNGJ7PROを使って、このアプリを開いたとき、コンテンツはロードしなかった。
5,Very. Good
1,"Nakakainis na ang app na ito! Palaging my update, at hindi pwede ma access hanggat di nauupdate sana pwede pa din ma access kahit di mag update or magbigay kayo ng free data para sa update ng app nyo!"
5,
5,
1,Wag na kayo mag promo Kung bulok lng din Naman cignal porke free MB hihinaan data 😠😠😠
5,THANKYOU SOOOOMUCHHH SMART 💕❤ FOR FREEBIES 💕 VERY SATISFYING APP
5,Faster the Internet
5,Bulok
3,Did not work after all my SIM card is inserted my data is on i think you need ti fix that because some android phone is on low version like me im in Android ver 5.0.1 i dont its that the Case i think you need to fix and make it better
4,
4,
3,
3,
5,
2,Nkakasatisfied meron pa reward
5,
3,"I find it convenient but as of the moment i can't open it, ""chain validation failed"" always appear"
5,Better
1,I installed it for two times already and it just keeps on loading. I can't even view my card. smh
5,Very useful app 😊
5,
5,
1,Lagi na lang update 😩
1,
1,1 rate na kau sa akin ang 99for 7days naging 1day nalang nagloload ako araw² ng 100 maya² sasabihin niyo 50mb nlang ginagamit ng anak ko sa school kng dko loadan paano mk sagot ang anak sa mga todo nila npk walang kwenta niyo dati maganda ang signal niyo aabot ng 7days ang promo niyo now 1day 100 super disappointing😡🙄
5,"When ever their's update, u cant use the app, useless app, additional load to the phone memory. Why use this app when u can use *123# for free. I apologise, i just over react. I just wanted to use the app and it just stopped working. Sorry."
5,
1,i give 1 star cuz when i open my gigalife i will registered so many times and now u cannot log in anymore why?
3,
3,
5,
5,Load
1,I cannot find where to register unlicall and unlitxt... i just registered to something which i find it annoying and unncessary on my end....HOW TO EASILY REGISTER UNLI CALL AND UNLI TXT
5,I enjoyed
5,
1,Masyadong konti ang tower kaya hirap makasagap ng signal dito sa location ko.
5,
5,This app is very nice keep it up❤
5,nice app but too slow to loading fixed pls
5,
5,Good
5,
3,Good
5,I just love it
4,
5,
5,I can see how much nb didi I used in a day
5,
5,I'm really curious about this app and now i gave 5 star so we'll see if it is convenient but I hope so it's reliable to use
1,Wala ako na recieve n kahit ano free
4,
5,Very accurate! Thumbs up!
5,
5,
2,WHY IS THAT SMART BRO SIM DONT HAVE FREE GIGASTORIES PROMO...UNFAIR NAMAN PO...
2,Sa panonood ng mga programa saGMANGNG LIBANGAN KO SA AKING PAG IISA
1,Its not working on samsung note 9 - tried your instructions but still the same error - done sent screenshot and mobile number im using
3,
5,😊
5,
5,
5,
4,
1,"It was doing great on fooling people. You download it, it worked for 3 days and after that you cant monitor your data usage anymore. And you keep losing your data for i dont know reason. Cant wait for that 3rd telco... You will never see a single Filipino money if 3rd telco is up... That for sure."
1,It's a scam!!
5,
5,Easy and discount
2,"I just changed my phone UI into Korean and this app no longer works. ""Unparseable date: December 12, 2020 13:08"". Improve your programming of this app, Smart. How come this minor change makes your app unusable?"
5,
5,
5,
4,It is beneficial to use because it doubles up the promo but I don't like the continuous update because I don't have data to do it and I ended up registering through *123#. I suggest you notify beforehand when you plan to update or at least give free data enough to update the app
5,
2,crashes a lot and doesn't give enough fata as stated
1,
5,
5,Nice smart
4,Ok talaga
5,
4,
3,
1,💚
2,it would be Epic if you could get free rewards just like what globe did to Globe Switch
5,
1,Mag pa unlimited internet kayo for one month gipit na nga mga tao gigipitin niyo pa kahina hina pa ng serbesyo niyo dami niyong alam gusto niyo lahat ng promo niyo mag register kami kong ginawa niyo unlimited data yan nakakatulong pa kayo samin josko pahirap lang kayo...
1,always asking for otp code to log in every time i use it
5,"I like how I can track how much more data I have which makes managing it a lot easier. The interface is clean and nit confusing. One thing I really don't like is the fact that every time I open the app, I have to log in with an OTP just to check my account. It's very annoying and inconvenient Edit: great! the thing with the OTP is finally gone"
1,Basura kayo smart. Napaka lag internet nyo
5,
5,
5,
3,connect
4,
5,
5,
4,It's easy to use.. no problem.. at all.
5,
1,Diagusting very slow hard to open the apps
4,
5,
3,Can't use Landbank to purchase load balance. -_- Edit: They told me to reinstall. Hassle.
5,Very Nice
5,
1,Walang kwenta amputa
5,
1,"Grabe to, lakas umubos ng data..."
3,
1,"App is nice, but no option for auto-renewal. Unused data is gone like a dust. Looking forward on not buying data plans via Smart later. Edit: I don't need to reconsider my review, data plans without autorenewal plan in 2020 is obviously scammy."
5,
5,
1,"It keeps saying ""CHAIN VALIDATION FAILED"""
5,The app is good but please can you add the pasaload system because my sim recently been broken and i have a 110 balance in the sim but i can't use it because it's broken please immediately add that pasaload system if you can that's all
4,Good
5,
5,
3,
5,
5,
5,
5,"It's so good i can detect what's going on my usage , and i can join to those latest event . But i suggest to add a feature that notifies when my load is gets too low thank you"
3,
5,
1,It gets even worse and it's eating my RAM pretty fast
1,Took too long respond.
5,Really good
5,Nice easy to use
4,"why i dont have free games in my gigalife app , im using lte wifi sim why there no free games ,but in smart prepaid have free games,thanks hoping for the update soon .. 5 star"
5,
5,
5,
5,I taste it so good and watching mama in bts thankyou
1,
5,
5,
5,"I downloaded the app as u said and register to GigaMania. Now, let me win 1 MILLION hehehe"
5,
5,
5,Amazing app
5,Good apps
1,I'l give 1 star becouse in linking number I link 5 mobile number and when i tried to go my true acc its not appear i click the forgot password and when i log in ulet its not appear and that i remove this app in my phone ambubo ng gumawa nareng application na are hahah ulol
3,"3 stars it is helpful yes, but sometimes my screen turns black if I try to check my usage. very inconvenient"
5,
1,Mas pina sulit mas pinahina yong data connection mas ok pang hindi pa ako gumagamit nito kahit ML10 lng load ko ok pa pero nong gumamit ako wala na napahina ng loading
4,
5,
5,
1,I TRY TO FIND GAMETIME BUT ITS ALSO NOT HERE.SAD
5,
5,Useful app
5,
5,
5,good
5,Nice but now I got low connection
5,
1,
1,The problem is that I can't sign in or sign up.... 503 error also showed... That's my problem 😑😑
5,
5,Ghih
5,
5,
5,
5,
5,Paano po i redeem yung points ko?
5,
5,Giga life is life
5,
5,No expiryens
1,App doesn't load ...bring back the means to register to your promo using text msgs...i am using smart bro and the pocket wifi doesn't have a dial pad so i can't dial *123#...and this app doesn't load it's not useful. Ed. Ok so the immediate responses as how to try and address the issue is commendable at least even if the app doesn't seem to work...
5,5 stars ....but can you give free load for christmas hahhahaha
5,
1,giga points ilang araw lang ? wala na. walang kuwenta po promise
5,
4,
1,"the giga raffle entries are still 0 even you have many points, it seems like you want to give raffles that no one will ever win. well that sucks"
1,Slow loading and its such a hassle to have to download another app just to avail of a little extra data.
5,
4,Good
1,What happened to this great app I just updated it but chain validation is popping up what's goin on 😡
2,"Why does its always needs to be updated? Like since i downloaded this app, i already had 3 updates and now i need to update again. The upsetting part is i'm only on data and i cant view the app if i won't update first 😫"
1,I like this app all week got a 100mb thanks giga life
1,
1,Puro loading ang app na to walang kwenta.. nagsasayang lang ako ng load.. useless ang points nyo!!!
5,
5,Ok
2,
5,It's very helpful
1,
3,I've already registered to K-Video and did all the Viu premium step but it still won't work.
5,Excellent Apps
2,Everytime I Open the App It Always needs to be updated.
4,
1,
5,
1,"I app wont load,"
2,
5,
5,
5,
4,..how can i use my points. there's no in struction or sample how to use my points..thank you
4,
5,This is fantastic!! A promo that includes something for Discord (the messaging app) would also be wonderful!
1,ALWAYS SAYS THE APP STOPPED TUWING PINIPINDOT KO YUNG CHECK USAGE NAG SSTOP YUNG APP AND TURN BLACK ALL OVER THE SCREEN AND I THOUGHT NAG SCREEN TIME OUT LANG PHONE KO BUT HINDI NUNG PININDOR KO YUNG HOME BUTTON TALAGANG NAG STOP YUNG APP PAG PINDOT KO NANG DATA USAGE OR CHECK USAGE
5,
5,
4,
5,Second time to instaLL this app..after finishing registration.. i cannot open.. always reviewing the card.. so slow to review 🤦🏼‍♀️😞
5,
1,"Not user friendly. Only limited promos are shown. Las night, when I checked only GIGA PROs are available. Not everyone can afford min of 199. Plus, I hope there's a promo where u can use it for work , games and videos and not have them separate!"
1,I waited for a very longg time and nothing happens nothing appears. No use for me it keep on loading.
1,Mor freebies
5,Thank you so much Gigalife apps .
2,
3,Good
5,
5,Ok
5,
5,
1,Not usefull
5,
5,Very good application
5,
5,
5,
3,
5,
5,
5,good and i love it.
5,
5,
3,Good job! Glad i am noticed thankyou admin Rhea. I just registered on Kvideo and cant load the premium features. Stuck at loading on Viu app please fix. Still my Viu premium doesnt work.
1,
4,Ayus
5,
2,why if i play ml all load 1 hour well gone why
3,"This app was somewhat usefull to me in the past months until recently I can't use it anymore. After opening the app, it keeps on loading and afterwards an error/notice pop ups saying: 503:Sorry for the inconvenience. Service unavailable at this time (transaction not charged). RC:15893. How do I solve this issue?"
3,It's hard to use the app. I already registered in gigamania but still my raffle entries was still 0. What should I do?
5,
1,"Hindi ko ugali ang makipagtalo sa kung sinuman,Ang nais ko lang is magandang serbisyo nyo,specially sa mamayang katulad ko na patas lang ang kinikita sa lipunan,Marami kami na level lang ang kinikita kensenas katapusan,Yung pngbibili namin ng load is naibabawas pa sa pang-araw araw na gastusin namin.Hindi ko nais mangbash o kung anuman,Ipagpaumanhin nyo sana ang aking matabil na pananalita.Msyado lang ako nadala sa emosyon ko ng araw na yan."
5,
3,
5,
3,"there's no point if i need to register for internet access, to open the app i need internet."
5,
4,Good
5,
5,"Affordable,cheaper,."
5,
3,Ok
4,
4,
5,
5,
5,
5,
3,
3,It's actually good but I'm just curious why is my giga entries are not reflecting. It's been a week since I registered.
5,Bulok pero malupet
5,"GREAT APP! TRY IT"""
5,"Good app eventhough loading takes time but once we get in, theres a chances of different rewards and happiness"
5,
4,
5,
5,
1,"i am trying to sign up but everytime i tried, it prompt message under contruction."
5,
3,
1,Well its good but i dont have get much better privilage when regestering to promos here/well its kinda useless to me now i need data to register like dfq/they keep replying with almost the same respond like for everyone
2,"i have this regular load balance of 200, i registered the 99 to surfsaya99 so ang natira ay 101 but my problem is biglang kinain ng smart ang 97.5 sa load balance ko kaya ang natira lng ay 3.50 ?! bakit ganun? hindi ko nman ugaling umutang sa smart ni minsan di ako umutang dun but why?! why did smart operator eat my load balance?! can you tell me who is the responsible of my lost balance?!!🙄"
2,
5,Rider
5,
3,"Doesn't make sense, you have to update the app for nothing, marketing strategy huh, and its not available offline, how can it be helpful if its not available in offline, how can we avail the promos we wanted that's not in the dial mode, user inteface is good, features is good also.... Ill change it soon if you make changes also :)"
3,
1,"""Under construction"" for so long"
1,It's sucks
5,
4,Great
5,NICE ONE
1,
3,The App is good but we need an offline app like this. So that we can easily register and check our data balance. Hopefully all of our suggestions will work out. Thank You and Godbless :)
1,Kailangan ng internet para magamit ung app magloload nga ako pang internet kaso di ko naman mabuksan to bale kailangan ko parin mag *123# anong silbe hahaha walang kwenta pang bal. Inquiry lang gamit
5,
5,
1,"if we only have better option, this sh!##¥ company will be totally forgotten..."
1,
2,Why i can't open the home . It still loading It Still the same
1,
5,
5,
5,Good 5
5,
3,Ang hirap iupdate
5,
5,
5,
5,Its really cool because u can get cool promos
4,There's a lot of offer that is not available in the app compare to *123#. I couldn't find giga music in my options
5,Usable
5,Best
4,Ok
5,
5,Nice and usable apps with freebies and more exciting rewards and prizes waiting
4,"A bit redundant considering there's mysmart. But this is a good step in the right direction for smart. Please work on the loading times of usage and also REMOVE THE VIBRATION when swiping to another account. Who needs that haptic feedback when you choose another number? So far this is also more rewarding than the mvp rewards that you put in place for the old rewards system. Payment of bills on time should always be rewarded to encourage brand loyalty. Likewise, please make sure you maintain it."
5,
5,good
5,
2,Good
1,
5,
5,Good for me
5,
5,
5,
5,How to join giga mania.. I cant registee Thanks
5,
4,
5,
5,Very good
4,
5,
5,
5,
5,
5,
4,Nice kaau
1,Napaka lag!
5,
5,I don't know how this works?🥺🥺
5,
5,thank you po s mga freebies ... ❤️❤️❤️❤️
5,
4,
5,Good
2,Difficult to access
4,
5,Hatdog
5,
5,
5,
1,App is not loading at all
5,
5,
1,So slow. It keeps on loading and loading and loading. I let it load for a couple of minutes and it's loading. I uninstalled and re-instakked the app and it still the same before. No progress and still loading and loading.
2,"Only 2stars for now as i have tried and failed a gazillion times with the sign up process. Tried all combos for ""stronger password"" and still the same. And this was after i just updated the app. What a waste of time. All this just so i can redeem my gigapoints, i'll change the rating as soon as i see the issue fixed. PS I know what you meant by mix characters and i did all that what you're suggesting and nope,none's accepted. Now,there's another update with the app we'll see if its any better."
5,This app is so good. It's really easy to use
4,
2,Same scenario even after reinstalling
5,This app its so Good to use and it is easy 😊
5,excellent app
2,Repeatative sign in
5,
5,ok
5,
5,okay
5,
5,
5,
2,
1,
2,
5,
